STABBR,COSTT4_A,ADM_RATE,UNITID,CONTROL,Year,STABBR_2,COSTT4_A_2,ADM_RATE_2,CONTROL_2,Year_2,STABBR_3,COSTT4_A_3,ADM_RATE_3,CONTROL_3,Year_3,STABBR_4,COSTT4_A_4,ADM_RATE_4,CONTROL_4,Year_4,STABBR_5,COSTT4_A_5,ADM_RATE_5,CONTROL_5,Year_5,STABBR_6,COSTT4_A_6,ADM_RATE_6,CONTROL_6,Year_6,STABBR_7,COSTT4_A_7,ADM_RATE_7,CONTROL_7,Year_7,STABBR_8,COSTT4_A_8,ADM_RATE_8,CONTROL_8,Year_8,STABBR_9,COSTT4_A_9,ADM_RATE_9,CONTROL_9,Year_9,STABBR_10,COSTT4_A_10,ADM_RATE_10,CONTROL_10,Year_10,STABBR_11,COSTT4_A_11,ADM_RATE_11,CONTROL_11,Year_11,STABBR_12,COSTT4_A_12,ADM_RATE_12,CONTROL_12,Year_12,STABBR_13,COSTT4_A_13,ADM_RATE_13,CONTROL_13,Year_13,STABBR_14,COSTT4_A_14,ADM_RATE_14,CONTROL_14,Year_14,STABBR_15,COSTT4_A_15,ADM_RATE_15,CONTROL_15,Year_15,STABBR_16,COSTT4_A_16,ADM_RATE_16,CONTROL_16,Year_16,STABBR_17,COSTT4_A_17,ADM_RATE_17,CONTROL_17,Year_17,STABBR_18,COSTT4_A_18,ADM_RATE_18,CONTROL_18,Year_18,STABBR_19,COSTT4_A_19,ADM_RATE_19,CONTROL_19,Year_19,STABBR_20,COSTT4_A_20,ADM_RATE_20,CONTROL_20,Year_20,STABBR_21,COSTT4_A_21,ADM_RATE_21,CONTROL_21,Year_21,STABBR_22,COSTT4_A_22,ADM_RATE_22,CONTROL_22,Year_22,STABBR_23,COSTT4_A_23,ADM_RATE_23,CONTROL_23,Year_23,STABBR_24,COSTT4_A_24,ADM_RATE_24,CONTROL_24,Year_24,STABBR_25,COSTT4_A_25,ADM_RATE_25,CONTROL_25,Year_25,STABBR_26,COSTT4_A_26,ADM_RATE_26,CONTROL_26,Year_26,STABBR_27,COSTT4_A_27,ADM_RATE_27,CONTROL_27,Year_27
NC,,,199102,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,0.7155,1.0,2001.0,NC,,0.8293,1.0,2002.0,NC,,0.8112,1.0,2003.0,NC,,0.857,1.0,2004.0,NC,,0.8276,1.0,2005.0,NC,,0.8399,1.0,2006.0,NC,,0.7665,1.0,2007.0,NC,,0.5622,1.0,2008.0,NC,12896.0,0.5264,1.0,2009.0,NC,13360.0,0.6525,1.0,2010.0,NC,14306.0,0.6136,1.0,2011.0,NC,14721.0,0.6644,1.0,2012.0,NC,15313.0,0.6964,1.0,2013.0,NC,18198.0,0.57,1.0,2014.0,NC,16566.0,0.6048,1.0,2015.0,NC,17903.0,0.5364,1.0,2016.0,NC,19243.0,0.6223,1.0,2017.0,NC,17639.0,0.6143,1.0,2018.0,NC,17944.0,0.5829,1.0,2019.0,NC,18348.0,0.5671,1.0,2020.0,NC,18332.0,0.5735,1.0,2021.0,NC,18518.0,0.5639,1.0,2022.0
NC,,,199111,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,0.6416,1.0,2001.0,NC,,0.6701,1.0,2002.0,NC,,0.6701,1.0,2003.0,NC,,0.7253,1.0,2004.0,NC,,0.7294,1.0,2005.0,NC,,0.6274,1.0,2006.0,NC,,0.7118,1.0,2007.0,NC,,0.759,1.0,2008.0,NC,14544.0,0.7314,1.0,2009.0,NC,14970.0,0.7574,1.0,2010.0,NC,15617.0,0.7743,1.0,2011.0,NC,16303.0,0.6846,1.0,2012.0,NC,17468.0,0.6403,1.0,2013.0,NC,18574.0,0.7314,1.0,2014.0,NC,19760.0,0.7851,1.0,2015.0,NC,18424.0,0.7593,1.0,2016.0,NC,19086.0,0.8039,1.0,2017.0,NC,19710.0,0.9363,1.0,2018.0,NC,19884.0,0.84,1.0,2019.0,NC,20127.0,0.7942,1.0,2020.0,NC,20515.0,0.8163,1.0,2021.0,NC,21030.0,0.7431,1.0,2022.0
NC,,,199120,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,0.3674,1.0,2001.0,NC,,0.3975,1.0,2002.0,NC,,0.3543,1.0,2003.0,NC,,0.3662,1.0,2004.0,NC,,0.3576,1.0,2005.0,NC,,0.3658,1.0,2006.0,NC,,0.3415,1.0,2007.0,NC,,0.3484,1.0,2008.0,NC,16194.0,0.3396,1.0,2009.0,NC,17777.0,0.3163,1.0,2010.0,NC,20208.0,0.3388,1.0,2011.0,NC,21251.0,0.3297,1.0,2012.0,NC,23069.0,0.2759,1.0,2013.0,NC,23978.0,0.285,1.0,2014.0,NC,23940.0,0.3054,1.0,2015.0,NC,24327.0,0.2694,1.0,2016.0,NC,24872.0,0.244,1.0,2017.0,NC,25527.0,0.2271,1.0,2018.0,NC,23776.0,0.2263,1.0,2019.0,NC,24220.0,0.25,1.0,2020.0,NC,24498.0,0.204,1.0,2021.0,NC,24711.0,0.1711,1.0,2022.0
NC,,,199139,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,0.7122,1.0,2001.0,NC,,0.7316,1.0,2002.0,NC,,0.6987,1.0,2003.0,NC,,0.7177,1.0,2004.0,NC,,0.7248,1.0,2005.0,NC,,0.7776,1.0,2006.0,NC,,0.7313,1.0,2007.0,NC,,0.7544,1.0,2008.0,NC,14619.0,0.7649,1.0,2009.0,NC,15060.0,0.7623,1.0,2010.0,NC,16199.0,0.7148,1.0,2011.0,NC,17324.0,0.6964,1.0,2012.0,NC,17767.0,0.6852,1.0,2013.0,NC,18044.0,0.6409,1.0,2014.0,NC,18372.0,0.6331,1.0,2015.0,NC,19723.0,0.6203,1.0,2016.0,NC,21882.0,0.6584,1.0,2017.0,NC,22346.0,0.6683,1.0,2018.0,NC,22323.0,0.6505,1.0,2019.0,NC,23478.0,0.7953,1.0,2020.0,NC,23364.0,0.7945,1.0,2021.0,NC,21908.0,0.7964,1.0,2022.0
NC,,,199148,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,0.7433,1.0,2001.0,NC,,0.75,1.0,2002.0,NC,,0.7625,1.0,2003.0,NC,,0.7682,1.0,2004.0,NC,,0.777,1.0,2005.0,NC,,0.7768,1.0,2006.0,NC,,0.7244,1.0,2007.0,NC,,0.7097,1.0,2008.0,NC,13928.0,0.7222,1.0,2009.0,NC,14524.0,0.7267,1.0,2010.0,NC,15256.0,0.6515,1.0,2011.0,NC,17438.0,0.5869,1.0,2012.0,NC,17362.0,0.6002,1.0,2013.0,NC,18640.0,0.6073,1.0,2014.0,NC,18357.0,0.586,1.0,2015.0,NC,18764.0,0.7393,1.0,2016.0,NC,19276.0,0.7804,1.0,2017.0,NC,19779.0,0.8384,1.0,2018.0,NC,20401.0,0.8246,1.0,2019.0,NC,19179.0,0.8754,1.0,2020.0,NC,19181.0,0.9084,1.0,2021.0,NC,19229.0,0.9194,1.0,2022.0
NC,,,199157,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,0.7441,1.0,2001.0,NC,,0.7725,1.0,2002.0,NC,,0.8768,1.0,2003.0,NC,,0.8116,1.0,2004.0,NC,,0.834,1.0,2005.0,NC,,0.7663,1.0,2006.0,NC,,0.7511,1.0,2007.0,NC,,0.7358,1.0,2008.0,NC,15041.0,0.699,1.0,2009.0,NC,15131.0,0.8103,1.0,2010.0,NC,16143.0,0.6054,1.0,2011.0,NC,16765.0,0.5175,1.0,2012.0,NC,17873.0,0.5033,1.0,2013.0,NC,18354.0,0.4322,1.0,2014.0,NC,18608.0,0.6587,1.0,2015.0,NC,19750.0,0.6669,1.0,2016.0,NC,21298.0,0.8281,1.0,2017.0,NC,21885.0,0.4664,1.0,2018.0,NC,24222.0,0.6798,1.0,2019.0,NC,24075.0,0.8742,1.0,2020.0,NC,24739.0,0.7602,1.0,2021.0,NC,24744.0,0.8438,1.0,2022.0
NC,,,199184,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,0.4245,1.0,2001.0,NC,,0.4527,1.0,2002.0,NC,,0.4556,1.0,2003.0,NC,,0.4028,1.0,2004.0,NC,,0.417,1.0,2005.0,NC,,0.416,1.0,2006.0,NC,,0.431,1.0,2007.0,NC,,0.4428,1.0,2008.0,NC,15649.0,0.436,1.0,2009.0,NC,16418.0,0.4512,1.0,2010.0,NC,17925.0,0.411,1.0,2011.0,NC,19208.0,0.4168,1.0,2012.0,NC,19666.0,0.4521,1.0,2013.0,NC,21554.0,0.432,1.0,2014.0,NC,22072.0,0.3439,1.0,2015.0,NC,22947.0,0.5442,1.0,2016.0,NC,23093.0,0.3264,1.0,2017.0,NC,21560.0,0.3823,1.0,2018.0,NC,21624.0,0.2891,1.0,2019.0,NC,21755.0,0.3634,1.0,2020.0,NC,22045.0,0.2975,1.0,2021.0,NC,23784.0,0.3178,1.0,2022.0
NC,,,199193,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,0.6529,1.0,2001.0,NC,,0.6595,1.0,2002.0,NC,,0.5946,1.0,2003.0,NC,,0.6201,1.0,2004.0,NC,,0.5908,1.0,2005.0,NC,,0.6668,1.0,2006.0,NC,,0.6145,1.0,2007.0,NC,,0.6032,1.0,2008.0,NC,16003.0,0.5903,1.0,2009.0,NC,16688.0,0.5481,1.0,2010.0,NC,18329.0,0.5421,1.0,2011.0,NC,19288.0,0.5261,1.0,2012.0,NC,20511.0,0.5001,1.0,2013.0,NC,22046.0,0.516,1.0,2014.0,NC,22767.0,0.5043,1.0,2015.0,NC,22226.0,0.4751,1.0,2016.0,NC,22844.0,0.5136,1.0,2017.0,NC,23600.0,0.4685,1.0,2018.0,NC,23891.0,0.4513,1.0,2019.0,NC,24202.0,0.4622,1.0,2020.0,NC,24406.0,0.4748,1.0,2021.0,NC,24852.0,0.4717,1.0,2022.0
NC,,,199218,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,0.6113,1.0,2001.0,NC,,0.8005,1.0,2002.0,NC,,0.5504,1.0,2003.0,NC,,0.5432,1.0,2004.0,NC,,0.5997,1.0,2005.0,NC,,0.6096,1.0,2006.0,NC,,0.624,1.0,2007.0,NC,,0.5833,1.0,2008.0,NC,14916.0,0.5852,1.0,2009.0,NC,15746.0,0.5819,1.0,2010.0,NC,16368.0,0.5653,1.0,2011.0,NC,17094.0,0.5292,1.0,2012.0,NC,18165.0,0.5419,1.0,2013.0,NC,20292.0,0.5855,1.0,2014.0,NC,21050.0,0.6096,1.0,2015.0,NC,21642.0,0.7175,1.0,2016.0,NC,22644.0,0.6652,1.0,2017.0,NC,24098.0,0.6125,1.0,2018.0,NC,24452.0,0.6545,1.0,2019.0,NC,24837.0,0.6797,1.0,2020.0,NC,25235.0,0.6798,1.0,2021.0,NC,25332.0,0.6883,1.0,2022.0
NC,,,199263,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,6579.0,,1.0,2009.0,NC,8420.0,,1.0,2010.0,NC,8875.0,,1.0,2011.0,NC,9364.0,,1.0,2012.0,NC,11897.0,,1.0,2013.0,NC,8924.0,,1.0,2014.0,NC,13212.0,,1.0,2015.0,NC,8071.0,,1.0,2016.0,NC,11988.0,,1.0,2017.0,NC,9597.0,,1.0,2018.0,NC,8735.0,,1.0,2019.0,NC,10087.0,,1.0,2020.0,NC,9691.0,,1.0,2021.0,NC,14200.0,,1.0,2022.0
NC,,,199281,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,0.8649,1.0,2001.0,NC,,0.8656,1.0,2002.0,NC,,0.8537,1.0,2003.0,NC,,0.8586,1.0,2004.0,NC,,0.8887,1.0,2005.0,NC,,0.8576,1.0,2006.0,NC,,0.8447,1.0,2007.0,NC,,0.863,1.0,2008.0,NC,14234.0,0.5546,1.0,2009.0,NC,13902.0,0.7892,1.0,2010.0,NC,14134.0,0.7467,1.0,2011.0,NC,14908.0,0.6984,1.0,2012.0,NC,15784.0,0.7204,1.0,2013.0,NC,17014.0,0.7326,1.0,2014.0,NC,17403.0,0.7437,1.0,2015.0,NC,17625.0,0.7356,1.0,2016.0,NC,18592.0,0.8074,1.0,2017.0,NC,18589.0,0.8123,1.0,2018.0,NC,16047.0,0.8493,1.0,2019.0,NC,15952.0,0.9138,1.0,2020.0,NC,17316.0,0.9184,1.0,2021.0,NC,15183.0,0.8974,1.0,2022.0
NC,,,199324,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,10307.0,,1.0,2009.0,NC,10992.0,,1.0,2010.0,NC,10756.0,,1.0,2011.0,NC,13274.0,,1.0,2012.0,NC,14632.0,,1.0,2013.0,NC,13059.0,,1.0,2014.0,NC,13498.0,,1.0,2015.0,NC,11885.0,,1.0,2016.0,NC,11690.0,,1.0,2017.0,NC,11304.0,,1.0,2018.0,NC,12184.0,,1.0,2019.0,NC,11488.0,,1.0,2020.0,NC,12526.0,,1.0,2021.0,NC,14536.0,,1.0,2022.0
NC,,,199333,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,8766.0,,1.0,2009.0,NC,9537.0,,1.0,2010.0,NC,8844.0,,1.0,2011.0,NC,9559.0,,1.0,2012.0,NC,9925.0,,1.0,2013.0,NC,9996.0,,1.0,2014.0,NC,10157.0,,1.0,2015.0,NC,10506.0,,1.0,2016.0,NC,11442.0,,1.0,2017.0,NC,10527.0,,1.0,2018.0,NC,10501.0,,1.0,2019.0,NC,11835.0,,1.0,2020.0,NC,11744.0,,1.0,2021.0,NC,14964.0,,1.0,2022.0
NC,,,199421,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,9839.0,,1.0,2009.0,NC,10412.0,,1.0,2010.0,NC,11007.0,,1.0,2011.0,NC,12903.0,,1.0,2012.0,NC,13724.0,,1.0,2013.0,NC,13342.0,,1.0,2014.0,NC,13631.0,,1.0,2015.0,NC,12885.0,,1.0,2016.0,NC,12274.0,,1.0,2017.0,NC,13083.0,,1.0,2018.0,NC,13665.0,,1.0,2019.0,NC,13659.0,,1.0,2020.0,NC,13610.0,,1.0,2021.0,NC,14538.0,,1.0,2022.0
NC,,,199449,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,8165.0,,1.0,2009.0,NC,9168.0,,1.0,2010.0,NC,10270.0,,1.0,2011.0,NC,10944.0,,1.0,2012.0,NC,11265.0,,1.0,2013.0,NC,10439.0,,1.0,2014.0,NC,9953.0,,1.0,2015.0,NC,11118.0,,1.0,2016.0,NC,9616.0,,1.0,2017.0,NC,10810.0,,1.0,2018.0,NC,11325.0,,1.0,2019.0,NC,11058.0,,1.0,2020.0,NC,10888.0,,1.0,2021.0,NC,12772.0,,1.0,2022.0
NC,,,199467,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,6992.0,,1.0,2009.0,NC,5969.0,,1.0,2010.0,NC,6269.0,,1.0,2011.0,NC,6821.0,,1.0,2012.0,NC,8909.0,,1.0,2013.0,NC,7443.0,,1.0,2014.0,NC,8271.0,,1.0,2015.0,NC,8738.0,,1.0,2016.0,NC,9173.0,,1.0,2017.0,NC,9646.0,,1.0,2018.0,NC,9158.0,,1.0,2019.0,NC,10987.0,,1.0,2020.0,NC,10140.0,,1.0,2021.0,NC,9522.0,,1.0,2022.0
NC,,,199476,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,7417.0,,1.0,2009.0,NC,7641.0,,1.0,2010.0,NC,12271.0,,1.0,2011.0,NC,12019.0,,1.0,2012.0,NC,10738.0,,1.0,2013.0,NC,13410.0,,1.0,2014.0,NC,12453.0,,1.0,2015.0,NC,12102.0,,1.0,2016.0,NC,13420.0,,1.0,2017.0,NC,13178.0,,1.0,2018.0,NC,14113.0,,1.0,2019.0,NC,14483.0,,1.0,2020.0,NC,14025.0,,1.0,2021.0,NC,15058.0,,1.0,2022.0
NC,,,199485,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,9451.0,,1.0,2009.0,NC,10169.0,,1.0,2010.0,NC,11027.0,,1.0,2011.0,NC,10984.0,,1.0,2012.0,NC,11982.0,,1.0,2013.0,NC,11915.0,,1.0,2014.0,NC,11654.0,,1.0,2015.0,NC,11540.0,,1.0,2016.0,NC,10953.0,,1.0,2017.0,NC,10881.0,,1.0,2018.0,NC,10609.0,,1.0,2019.0,NC,12493.0,,1.0,2020.0,NC,11945.0,,1.0,2021.0,NC,9829.0,,1.0,2022.0
NC,,,199494,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,5236.0,,1.0,2009.0,NC,6516.0,,1.0,2010.0,NC,6748.0,,1.0,2011.0,NC,9972.0,,1.0,2012.0,NC,9724.0,,1.0,2013.0,NC,10685.0,,1.0,2014.0,NC,10291.0,,1.0,2015.0,NC,9980.0,,1.0,2016.0,NC,10249.0,,1.0,2017.0,NC,10303.0,,1.0,2018.0,NC,9546.0,,1.0,2019.0,NC,11038.0,,1.0,2020.0,NC,11126.0,,1.0,2021.0,NC,12374.0,,1.0,2022.0
NC,,,199625,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,9831.0,,1.0,2009.0,NC,9734.0,,1.0,2010.0,NC,11356.0,,1.0,2011.0,NC,11927.0,,1.0,2012.0,NC,15407.0,,1.0,2013.0,NC,16374.0,,1.0,2014.0,NC,16578.0,,1.0,2015.0,NC,16111.0,,1.0,2016.0,NC,14861.0,,1.0,2017.0,NC,14171.0,,1.0,2018.0,NC,16401.0,,1.0,2019.0,NC,18290.0,,1.0,2020.0,NC,14702.0,,1.0,2021.0,NC,12403.0,,1.0,2022.0
NC,,,199634,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,11503.0,,1.0,2009.0,NC,12326.0,,1.0,2010.0,NC,12310.0,,1.0,2011.0,NC,13420.0,,1.0,2012.0,NC,13165.0,,1.0,2013.0,NC,14062.0,,1.0,2014.0,NC,13751.0,,1.0,2015.0,NC,15011.0,,1.0,2016.0,NC,14256.0,,1.0,2017.0,NC,14342.0,,1.0,2018.0,NC,13713.0,,1.0,2019.0,NC,14734.0,,1.0,2020.0,NC,19234.0,,1.0,2021.0,NC,18921.0,,1.0,2022.0
NC,,,199722,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,9302.0,,1.0,2009.0,NC,10360.0,,1.0,2010.0,NC,10650.0,,1.0,2011.0,NC,12444.0,,1.0,2012.0,NC,12282.0,,1.0,2013.0,NC,12944.0,,1.0,2014.0,NC,12404.0,,1.0,2015.0,NC,12510.0,,1.0,2016.0,NC,12352.0,,1.0,2017.0,NC,11782.0,,1.0,2018.0,NC,10882.0,,1.0,2019.0,NC,11610.0,,1.0,2020.0,NC,11656.0,,1.0,2021.0,NC,12755.0,,1.0,2022.0
NC,,,199731,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,13948.0,,1.0,2009.0,NC,12290.0,,1.0,2010.0,NC,14237.0,,1.0,2011.0,NC,15887.0,,1.0,2012.0,NC,13252.0,,1.0,2013.0,NC,13540.0,,1.0,2014.0,NC,14325.0,,1.0,2015.0,NC,11727.0,,1.0,2016.0,NC,12172.0,,1.0,2017.0,NC,11249.0,,1.0,2018.0,NC,11893.0,,1.0,2019.0,NC,11405.0,,1.0,2020.0,NC,10201.0,,1.0,2021.0,NC,14376.0,,1.0,2022.0
NC,,,199740,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,0.7551,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,14719.0,,1.0,2009.0,NC,12279.0,,1.0,2010.0,NC,16227.0,,1.0,2011.0,NC,16399.0,,1.0,2012.0,NC,16627.0,,1.0,2013.0,NC,12946.0,,1.0,2014.0,NC,12501.0,,1.0,2015.0,NC,12522.0,,1.0,2016.0,NC,11867.0,,1.0,2017.0,NC,12268.0,,1.0,2018.0,NC,15748.0,,1.0,2019.0,NC,12042.0,,1.0,2020.0,NC,14798.0,,1.0,2021.0,NC,13553.0,,1.0,2022.0
NC,,,199768,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,8325.0,,1.0,2009.0,NC,9799.0,,1.0,2010.0,NC,11248.0,,1.0,2011.0,NC,12054.0,,1.0,2012.0,NC,13655.0,,1.0,2013.0,NC,13568.0,,1.0,2014.0,NC,13500.0,,1.0,2015.0,NC,13468.0,,1.0,2016.0,NC,13259.0,,1.0,2017.0,NC,13415.0,,1.0,2018.0,NC,14426.0,,1.0,2019.0,NC,14345.0,,1.0,2020.0,NC,15658.0,,1.0,2021.0,NC,14291.0,,1.0,2022.0
NC,,,199786,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,11322.0,,1.0,2009.0,NC,12378.0,,1.0,2010.0,NC,13549.0,,1.0,2011.0,NC,12915.0,,1.0,2012.0,NC,15608.0,,1.0,2013.0,NC,12826.0,,1.0,2014.0,NC,14784.0,,1.0,2015.0,NC,14552.0,,1.0,2016.0,NC,16774.0,,1.0,2017.0,NC,15634.0,,1.0,2018.0,NC,21294.0,,1.0,2019.0,NC,21220.0,,1.0,2020.0,NC,22121.0,,1.0,2021.0,NC,22690.0,,1.0,2022.0
NC,,,199795,1.0,1996.0,NC,,,1.0,1997.0,NC,,,1.0,1998.0,NC,,,1.0,1999.0,NC,,,1.0,2000.0,NC,,,1.0,2001.0,NC,,,1.0,2002.0,NC,,,1.0,2003.0,NC,,,1.0,2004.0,NC,,,1.0,2005.0,NC,,,1.0,2006.0,NC,,,1.0,2007.0,NC,,,1.0,2008.0,NC,10170.0,,1.0,2009.0,NC,9848.0,,1.0,2010.0,NC,10510.0,,1.0,2011.0,NC,12682.0,,1.0,2012.0,NC,11835.0,,1.0,2013.0,NC,12476.0,,1.0,2014.0,NC,13086.0,,1.0,2015.0,NC,12858.0,,1.0,2016.0,NC,12250.0,,1.0,2017.0,NC,12049.0,,1.0,2018.0,NC,12982.0,,1.0,2019.0,NC,12783.0,,1.0,2020.0,NC,13484.0,,1.0,2021.0,NC,13699.0,,1.0,2022.0
